                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                0.95502,                0.61852,                 1.1624,                0.98589,                0.97318,                0.99409,                0.83642,                0.85419,                0.51676,                 1.2584,              0.0010582,              0.0010582,              0.0010582
                     26,                0.91694,                0.58986,                 1.1404,                0.99008,                0.91716,                0.99458,                0.83369,                0.83734,                0.60989,                  1.244,               0.001056,               0.001056,               0.001056
                     27,                0.89152,                0.59418,                 1.1534,                0.98503,                0.98729,                0.99208,                0.81336,                0.84621,                0.51682,                 1.2639,              0.0010538,              0.0010538,              0.0010538
                     28,                0.94291,                0.63624,                 1.1854,                0.96311,                0.93644,                0.97667,                0.82231,                0.82078,                0.56322,                 1.2359,              0.0010516,              0.0010516,              0.0010516
                     29,                0.91641,                0.60581,                 1.1477,                0.96943,                0.97741,                0.98847,                0.84268,                0.81566,                0.50856,                 1.2215,              0.0010494,              0.0010494,              0.0010494
                     30,                0.91552,                0.60078,                 1.1514,                 0.9912,                0.97604,                0.99011,                0.82015,                0.81872,                0.48466,                 1.2381,              0.0010472,              0.0010472,              0.0010472
                     31,                0.88598,                0.56459,                 1.1141,                0.98007,                0.95763,                0.98742,                0.83387,                0.78009,                0.49941,                 1.1948,               0.001045,               0.001045,               0.001045
                     32,                0.92335,                0.58627,                  1.141,                 0.9649,                0.98305,                0.99111,                0.82518,                0.82062,                0.50606,                 1.2257,              0.0010428,              0.0010428,              0.0010428
                     33,                0.92668,                 0.5914,                  1.119,                0.98163,                0.98072,                0.99316,                0.81949,                0.83263,                 0.4853,                  1.232,              0.0010406,              0.0010406,              0.0010406
                     34,                0.86911,                0.56091,                 1.0909,                0.97411,                0.96888,                0.99413,                0.81136,                0.83836,                0.54265,                 1.2365,              0.0010384,              0.0010384,              0.0010384
                     35,                0.85168,                0.56878,                 1.1253,                 0.9705,                0.97738,                0.99402,                0.82289,                0.83735,                0.49806,                 1.2552,              0.0010362,              0.0010362,              0.0010362
                     36,                0.91131,                0.56292,                 1.0934,                0.97412,                0.98036,                0.99305,                0.81876,                0.85941,                0.53489,                  1.255,               0.001034,               0.001034,               0.001034
                     37,                0.88272,                0.54624,                 1.1046,                0.97925,                0.97135,                0.98955,                0.82024,                0.80438,                0.50681,                 1.2176,              0.0010318,              0.0010318,              0.0010318
                     38,                0.91184,                0.54784,                 1.1187,                0.98261,                0.97026,                 0.9921,                0.82923,                0.79109,                0.50692,                 1.2231,              0.0010296,              0.0010296,              0.0010296
                     39,                0.90411,                0.56579,                 1.1102,                0.97505,                0.97504,                0.99188,                0.82359,                0.77458,                0.48291,                 1.2186,              0.0010274,              0.0010274,              0.0010274
                     40,                0.81952,                 0.5155,                   1.09,                0.98964,                0.96791,                0.99339,                 0.8374,                 0.7825,                0.46613,                 1.2124,              0.0010252,              0.0010252,              0.0010252
                     41,                0.84183,                0.53131,                 1.0959,                0.99337,                0.97235,                0.99425,                0.82094,                0.80017,                0.46586,                   1.22,               0.001023,               0.001023,               0.001023
                     42,                0.85725,                0.56344,                 1.0915,                0.98246,                0.98452,                0.99322,                0.84237,                0.77399,                0.47418,                 1.2005,              0.0010208,              0.0010208,              0.0010208
                     43,                0.83825,                0.53388,                 1.0989,                0.96712,                 0.9786,                0.98964,                0.82154,                0.79603,                0.50313,                 1.2155,              0.0010186,              0.0010186,              0.0010186
                     44,                0.85608,                0.53828,                 1.0798,                0.97408,                0.97892,                 0.9923,                0.83429,                0.79065,                0.46814,                 1.1978,              0.0010164,              0.0010164,              0.0010164
                     45,                0.87142,                 0.5341,                 1.1122,                0.97429,                0.98729,                0.99021,                0.85144,                 0.7494,                0.45905,                 1.1784,              0.0010142,              0.0010142,              0.0010142
                     46,                0.89077,                0.54301,                 1.0894,                0.97659,                0.99153,                0.99402,                0.82428,                0.80681,                0.46214,                 1.2155,               0.001012,               0.001012,               0.001012
                     47,                 0.8414,                 0.5235,                 1.0756,                0.96289,                0.98161,                0.99287,                0.82957,                0.79354,                0.47252,                 1.2225,              0.0010098,              0.0010098,              0.0010098
                     48,                 0.8419,                0.52002,                 1.1091,                0.99277,                0.96353,                0.98785,                0.82249,                0.83156,                0.46973,                 1.2368,              0.0010076,              0.0010076,              0.0010076
                     49,                 0.8391,                0.51592,                 1.0851,                0.96188,                0.96738,                0.99306,                 0.8189,                0.80356,                0.52589,                 1.2166,              0.0010054,              0.0010054,              0.0010054
                     50,                0.83373,                0.51291,                 1.0649,                 0.9855,                0.95815,                0.99058,                0.82543,                0.82288,                 0.4928,                 1.2331,              0.0010032,              0.0010032,              0.0010032
                     51,                0.81961,                0.49649,                 1.0891,                0.98591,                0.98305,                0.99297,                0.83579,                0.76477,                0.44695,                 1.1946,               0.001001,               0.001001,               0.001001
                     52,                0.82611,                0.51366,                 1.0874,                0.99418,                0.97574,                0.99378,                0.81106,                0.82005,                0.48818,                 1.2277,             0.00099881,             0.00099881,             0.00099881
                     53,                0.81068,                0.50269,                 1.0765,                0.98645,                0.98729,                0.99153,                0.81989,                0.82922,                 0.4756,                  1.219,             0.00099661,             0.00099661,             0.00099661
                     54,                0.85812,                0.51513,                 1.0951,                0.96563,                0.99298,                0.99437,                0.82642,                0.81348,                0.46668,                 1.2237,             0.00099441,             0.00099441,             0.00099441
                     55,                0.82056,                0.50416,                 1.0633,                0.98211,                0.98363,                0.99445,                0.83963,                0.74482,                0.43042,                 1.1794,             0.00099221,             0.00099221,             0.00099221
                     56,                0.79872,                0.48053,                 1.0634,                0.98587,                0.98304,                0.99382,                0.82346,                0.80071,                0.44103,                 1.2187,             0.00099001,             0.00099001,             0.00099001
                     57,                0.82996,                0.49364,                 1.0604,                0.98602,                 0.9757,                0.99439,                0.83838,                 0.7611,                0.43352,                 1.1837,             0.00098781,             0.00098781,             0.00098781
                     58,                0.80326,                0.49593,                 1.0626,                0.98151,                 0.9829,                0.99433,                0.84385,                0.75935,                0.43126,                 1.1782,             0.00098561,             0.00098561,             0.00098561
                     59,                0.82801,                0.48964,                 1.0818,                0.96949,                0.99281,                0.99391,                0.83419,                0.78332,                0.44951,                 1.2123,             0.00098341,             0.00098341,             0.00098341
                     60,                0.78002,                0.47154,                 1.0599,                0.98516,                0.99153,                0.99392,                0.82589,                0.76011,                0.42757,                 1.1894,             0.00098121,             0.00098121,             0.00098121
                     61,                0.81648,                 0.4961,                  1.047,                0.97753,                0.98224,                0.99408,                0.84257,                0.75461,                0.44269,                 1.1741,             0.00097901,             0.00097901,             0.00097901
                     62,                0.79282,                0.48075,                 1.0515,                0.98843,                0.93374,                0.99496,                0.83852,                 0.7885,                0.45602,                 1.1953,             0.00097681,             0.00097681,             0.00097681
                     63,                 0.8365,                0.49226,                  1.082,                0.98971,                0.97921,                0.99462,                0.85007,                0.74583,                0.41947,                 1.1711,             0.00097461,             0.00097461,             0.00097461
                     64,                0.77972,                0.46577,                 1.0432,                0.97414,                 0.9829,                  0.994,                0.85436,                0.75921,                0.43642,                  1.161,             0.00097241,             0.00097241,             0.00097241
                     65,                0.83094,                0.47822,                 1.0602,                0.97616,                0.97818,                0.99218,                0.82587,                0.80566,                0.47094,                 1.2064,             0.00097021,             0.00097021,             0.00097021
                     66,                0.82224,                0.49104,                 1.0885,                0.98553,                0.98729,                0.99479,                   0.82,                0.83866,                 0.4331,                 1.2589,             0.00096801,             0.00096801,             0.00096801
                     67,                0.82213,                0.48547,                 1.0636,                0.98702,                0.98777,                0.99471,                0.83501,                 0.7611,                0.44258,                 1.1736,             0.00096581,             0.00096581,             0.00096581
                     68,                0.80594,                 0.4832,                 1.0812,                0.98259,                0.98305,                0.99347,                0.84182,                0.74409,                0.41731,                 1.1744,             0.00096361,             0.00096361,             0.00096361
                     69,                0.77885,                0.46744,                  1.048,                0.98768,                0.97661,                0.99416,                0.85238,                 0.7426,                0.41624,                 1.1515,             0.00096141,             0.00096141,             0.00096141
                     70,                0.74749,                0.45157,                 1.0398,                0.99457,                0.97378,                  0.994,                0.84381,                  0.738,                0.40721,                  1.159,             0.00095922,             0.00095922,             0.00095922
                     71,                0.76372,                0.45813,                 1.0568,                0.98888,                0.98013,                0.99475,                0.85337,                0.72411,                0.40391,                 1.1442,             0.00095702,             0.00095702,             0.00095702
                     72,                0.78871,                0.45933,                 1.0609,                0.97207,                0.98729,                0.98821,                0.83124,                0.74476,                0.43059,                 1.1766,             0.00095482,             0.00095482,             0.00095482
                     73,                0.75197,                0.46093,                 1.0188,                0.99336,                0.97756,                0.99405,                0.84228,                0.78378,                 0.4248,                 1.1908,             0.00095262,             0.00095262,             0.00095262
                     74,                0.76329,                0.46209,                 1.0645,                0.99096,                0.99195,                0.99488,                0.84809,                0.71556,                0.38412,                 1.1502,             0.00095042,             0.00095042,             0.00095042
                     75,                0.75386,                0.45252,                 1.0361,                 0.9877,                0.99153,                0.99476,                0.83981,                0.75037,                0.37905,                 1.1655,             0.00094822,             0.00094822,             0.00094822
                     76,                0.75328,                 0.4514,                 1.0381,                0.98878,                0.98462,                0.99424,                0.84257,                 0.7415,                0.39863,                 1.1595,             0.00094602,             0.00094602,             0.00094602
                     77,                0.76802,                0.46056,                 1.0451,                0.97774,                0.97757,                0.99452,                  0.844,                0.76948,                0.42246,                 1.1732,             0.00094382,             0.00094382,             0.00094382
                     78,                0.78807,                0.47171,                 1.0496,                0.99141,                0.98035,                0.99451,                0.83708,                0.79186,                0.41217,                 1.1926,             0.00094162,             0.00094162,             0.00094162
                     79,                0.75441,                 0.4606,                 1.0221,                0.99684,                0.98198,                0.99416,                0.85658,                0.75607,                0.40985,                  1.166,             0.00093942,             0.00093942,             0.00093942
                     80,                0.79086,                0.46774,                 1.0286,                0.98858,                0.98097,                0.99286,                0.84726,                0.76438,                0.41288,                 1.1729,             0.00093722,             0.00093722,             0.00093722
                     81,                0.76866,                 0.4536,                 1.0428,                0.98798,                0.98229,                0.99253,                0.83925,                0.77549,                0.40732,                 1.1777,             0.00093502,             0.00093502,             0.00093502
                     82,                0.78467,                0.46631,                 1.0885,                0.99097,                0.98121,                 0.9937,                0.85198,                0.70437,                0.37933,                 1.1372,             0.00093282,             0.00093282,             0.00093282
                     83,                 0.7759,                0.46577,                 1.0481,                 0.9918,                0.97458,                0.99307,                0.83053,                0.75931,                0.39827,                 1.1767,             0.00093062,             0.00093062,             0.00093062
                     84,                0.76203,                0.44497,                 1.0241,                0.98318,                0.98305,                0.98983,                0.82141,                0.76957,                0.41642,                 1.1872,             0.00092842,             0.00092842,             0.00092842
                     85,                0.75955,                0.45357,                 1.0473,                0.98671,                0.97881,                0.98777,                 0.8399,                 0.7143,                0.42794,                   1.14,             0.00092622,             0.00092622,             0.00092622
                     86,                 0.7671,                0.45829,                 1.0718,                0.99134,                0.97056,                0.98839,                0.83708,                0.74476,                0.44421,                 1.1525,             0.00092402,             0.00092402,             0.00092402
                     87,                0.70949,                0.43778,                0.99948,                0.99558,                0.97295,                0.99399,                0.85559,                0.70742,                0.42831,                 1.1254,             0.00092182,             0.00092182,             0.00092182
                     88,                0.76134,                0.44019,                 1.0271,                0.99401,                0.98112,                0.99185,                0.85188,                0.71965,                0.40059,                 1.1466,             0.00091962,             0.00091962,             0.00091962
                     89,                0.76515,                0.45897,                 1.0471,                0.96981,                  0.996,                 0.9939,                0.85749,                0.72963,                0.40593,                 1.1607,             0.00091742,             0.00091742,             0.00091742
                     90,                0.73446,                0.44179,                 1.0203,                0.99337,                0.97881,                0.99462,                0.84974,                0.71564,                0.38579,                 1.1355,             0.00091522,             0.00091522,             0.00091522
                     91,                0.77066,                0.45216,                 1.0361,                0.98261,                0.98926,                0.99417,                0.84875,                0.73862,                0.39638,                  1.173,             0.00091302,             0.00091302,             0.00091302
                     92,                0.77225,                0.45305,                 1.0503,                0.98125,                0.99783,                0.99454,                0.84963,                0.73715,                0.38901,                  1.158,             0.00091082,             0.00091082,             0.00091082
                     93,                0.75104,                0.42856,                  1.025,                0.98912,                0.98863,                0.99483,                0.84386,                0.74517,                0.39927,                 1.1582,             0.00090862,             0.00090862,             0.00090862
                     94,                0.76087,                0.43619,                  1.023,                0.97682,                0.99394,                 0.9945,                0.84663,                0.74188,                0.39088,                 1.1609,             0.00090642,             0.00090642,             0.00090642
                     95,                0.76116,                0.44372,                 1.0549,                0.99086,                0.98291,                0.99388,                0.83846,                0.75936,                0.39787,                 1.1784,             0.00090422,             0.00090422,             0.00090422
                     96,                   0.76,                0.42591,                 1.0149,                0.99016,                0.97635,                0.99384,                0.85489,                0.69434,                0.39983,                 1.1278,             0.00090202,             0.00090202,             0.00090202
                     97,                0.74784,                0.43644,                  1.054,                0.98156,                0.97635,                0.99098,                0.83903,                0.75922,                0.43688,                  1.168,             0.00089982,             0.00089982,             0.00089982
                     98,                 0.7422,                0.44128,                 1.0346,                0.99487,                0.98305,                0.99462,                0.82581,                0.81197,                0.40574,                 1.2561,             0.00089762,             0.00089762,             0.00089762
                     99,                0.75648,                0.43564,                 1.0337,                0.97566,                0.98305,                0.99294,                0.85008,                 0.7527,                0.42103,                 1.1623,             0.00089542,             0.00089542,             0.00089542
                    100,                0.74504,                0.42529,                 1.0182,                0.99145,                0.98072,                0.99459,                0.82728,                0.79522,                0.40771,                 1.1883,             0.00089322,             0.00089322,             0.00089322
                    101,                0.76772,                0.42217,                  1.023,                0.99049,                0.98394,                0.99087,                0.84718,                0.74272,                0.38437,                 1.1511,             0.00089102,             0.00089102,             0.00089102
                    102,                0.78844,                0.46061,                 1.0479,                0.99442,                0.98458,                 0.9947,                0.85261,                0.68358,                0.38685,                  1.106,             0.00088882,             0.00088882,             0.00088882
                    103,                0.73544,                0.43191,                 1.0179,                0.98962,                 0.9414,                0.99134,                0.84578,                0.72785,                0.44544,                 1.1512,             0.00088662,             0.00088662,             0.00088662
                    104,                0.75624,                0.45024,                 1.0343,                 0.9844,                0.98729,                0.99426,                 0.8525,                0.69265,                0.40325,                 1.1159,             0.00088442,             0.00088442,             0.00088442
                    105,                0.73608,                0.44264,                  1.032,                0.98943,                0.99201,                  0.995,                0.85765,                0.67275,                0.37129,                 1.1095,             0.00088222,             0.00088222,             0.00088222
                    106,                0.69011,                0.40384,                 1.0085,                0.98525,                0.99747,                  0.995,                0.85323,                 0.7199,                0.37952,                 1.1421,             0.00088002,             0.00088002,             0.00088002
                    107,                0.71326,                0.42138,                  1.041,                0.99554,                0.99438,                0.99492,                0.84677,                0.69407,                0.37534,                 1.1283,             0.00087782,             0.00087782,             0.00087782
                    108,                0.70238,                0.41548,                 0.9999,                0.98304,                0.98993,                0.99472,                0.84831,                0.71658,                0.38437,                 1.1331,             0.00087562,             0.00087562,             0.00087562
                    109,                0.71706,                0.43316,                 1.0062,                0.98687,                0.96269,                0.99472,                0.84315,                0.74933,                0.41174,                 1.1591,             0.00087342,             0.00087342,             0.00087342
                    110,                0.73368,                0.42987,                 1.0337,                0.97477,                0.98968,                 0.9947,                0.83334,                0.77493,                0.41653,                 1.1747,             0.00087122,             0.00087122,             0.00087122
                    111,                0.74531,                0.43363,                 1.0297,                0.99353,                0.98056,                0.99455,                0.84373,                 0.7388,                 0.3975,                 1.1472,             0.00086902,             0.00086902,             0.00086902
                    112,                0.74022,                0.42551,                 1.0259,                 0.9923,                0.98893,                0.99468,                0.84802,                0.68864,                0.38561,                 1.1211,             0.00086682,             0.00086682,             0.00086682
                    113,                0.73154,                0.42844,                  1.004,                0.97349,                   0.98,                0.98988,                0.84734,                0.75752,                0.41198,                  1.176,             0.00086462,             0.00086462,             0.00086462
                    114,                0.69738,                0.41893,                 1.0082,                0.98849,                0.97757,                0.99305,                0.85219,                0.73204,                0.40563,                 1.1446,             0.00086242,             0.00086242,             0.00086242
                    115,                0.71971,                0.41699,                0.98848,                0.99332,                0.97881,                0.99434,                0.84976,                0.72096,                0.38547,                 1.1475,             0.00086023,             0.00086023,             0.00086023
                    116,                0.68369,                0.40816,                 1.0044,                  0.994,                0.97458,                0.99421,                0.84142,                0.74521,                0.36633,                 1.1726,             0.00085803,             0.00085803,             0.00085803
                    117,                0.71597,                0.41003,                 1.0152,                0.99268,                0.97458,                0.99386,                0.84341,                0.74387,                0.37827,                 1.1534,             0.00085583,             0.00085583,             0.00085583
                    118,                0.71388,                 0.4099,                 1.0137,                0.99345,                0.98977,                0.99483,                0.85164,                0.72089,                0.36451,                 1.1421,             0.00085363,             0.00085363,             0.00085363
                    119,                0.72435,                0.40795,                 1.0238,                0.98714,                0.98336,                0.99314,                0.84445,                0.73274,                0.39483,                 1.1606,             0.00085143,             0.00085143,             0.00085143
                    120,                0.69815,                0.40391,                0.98767,                0.99039,                0.98397,                0.99377,                0.83883,                0.73694,                0.38185,                 1.1605,             0.00084923,             0.00084923,             0.00084923
                    121,                0.69769,                 0.4002,                 1.0141,                0.99304,                0.98729,                0.99437,                0.83905,                0.74986,                0.36995,                 1.1815,             0.00084703,             0.00084703,             0.00084703
                    122,                0.70942,                0.41443,                 1.0139,                0.99207,                0.98729,                0.99459,                0.84422,                0.73482,                  0.361,                  1.159,             0.00084483,             0.00084483,             0.00084483
                    123,                0.69305,                0.39886,                0.99914,                0.99558,                0.98165,                0.99412,                0.84251,                0.71951,                 0.3639,                  1.153,             0.00084263,             0.00084263,             0.00084263
                    124,                0.68133,                0.39827,                0.99055,                0.99277,                0.98564,                0.99422,                0.85005,                0.71208,                0.36787,                 1.1313,             0.00084043,             0.00084043,             0.00084043
                    125,                0.68626,                0.41272,                 1.0171,                 0.9922,                0.99153,                0.99472,                0.84957,                0.73754,                0.36179,                 1.1601,             0.00083823,             0.00083823,             0.00083823
                    126,                0.72512,                0.41611,                 1.0156,                0.99137,                0.98376,                0.99476,                0.86018,                0.68462,                0.35985,                 1.1089,             0.00083603,             0.00083603,             0.00083603
                    127,                0.72319,                 0.4091,                 1.0143,                0.99152,                0.98551,                 0.9948,                0.83373,                0.75058,                0.36874,                 1.1835,             0.00083383,             0.00083383,             0.00083383
                    128,                0.73327,                0.41743,                 1.0042,                0.99103,                0.99158,                  0.995,                0.84962,                0.71665,                0.37399,                 1.1361,             0.00083163,             0.00083163,             0.00083163
                    129,                0.70605,                0.41425,                0.99899,                0.99231,                0.98395,                0.99484,                0.84423,                0.73894,                0.36949,                 1.1686,             0.00082943,             0.00082943,             0.00082943
                    130,                0.67352,                0.40226,                  1.005,                0.99266,                0.98729,                0.99425,                 0.8431,                0.74372,                0.36819,                  1.157,             0.00082723,             0.00082723,             0.00082723
                    131,                0.69833,                0.40706,                0.99162,                0.99115,                 0.9884,                0.99488,                0.85681,                 0.6904,                0.35865,                 1.1178,             0.00082503,             0.00082503,             0.00082503
                    132,                0.72172,                0.42096,                 1.0075,                0.99136,                0.97712,                 0.9937,                0.85771,                0.69695,                0.38187,                 1.1165,             0.00082283,             0.00082283,             0.00082283
                    133,                0.68498,                0.39398,                0.99359,                0.98679,                0.98625,                0.99427,                0.84574,                0.74353,                0.37887,                 1.1676,             0.00082063,             0.00082063,             0.00082063
                    134,                0.67409,                0.39357,                  1.007,                0.99158,                0.97813,                0.99419,                0.86136,                0.68212,                  0.366,                 1.1055,             0.00081843,             0.00081843,             0.00081843
                    135,                0.71015,                0.40514,                 1.0263,                0.99091,                0.97458,                0.99411,                0.84337,                0.71967,                0.40523,                 1.1524,             0.00081623,             0.00081623,             0.00081623
                    136,                0.68463,                0.40842,                0.98833,                 0.9875,                0.97745,                0.99276,                0.83807,                0.75964,                0.41269,                  1.182,             0.00081403,             0.00081403,             0.00081403
                    137,                0.67885,                0.39769,                 1.0074,                0.99201,                0.97458,                0.99445,                0.84737,                0.70932,                0.37446,                  1.133,             0.00081183,             0.00081183,             0.00081183
                    138,                0.67644,                0.39748,                 0.9834,                 0.9875,                0.98047,                0.99427,                0.85819,                0.70948,                0.36699,                 1.1431,             0.00080963,             0.00080963,             0.00080963
                    139,                0.72387,                0.40358,                0.99813,                0.99075,                0.99153,                0.99488,                0.86364,                0.70948,                0.35861,                 1.1343,             0.00080743,             0.00080743,             0.00080743
                    140,                0.68405,                0.40028,                 1.0023,                0.99589,                0.99089,                0.99479,                0.85879,                 0.7193,                0.35311,                 1.1444,             0.00080523,             0.00080523,             0.00080523
                    141,                 0.6627,                0.38368,                0.96904,                0.99636,                0.98152,                0.99463,                0.86248,                0.70871,                 0.3503,                 1.1321,             0.00080303,             0.00080303,             0.00080303
                    142,                0.67289,                0.38194,                0.98243,                0.99518,                0.98729,                0.99471,                0.85813,                0.72527,                 0.3634,                 1.1551,             0.00080083,             0.00080083,             0.00080083
                    143,                0.66562,                0.38718,                0.96886,                0.99256,                0.98305,                0.99475,                0.86001,                0.68933,                0.34571,                 1.1194,             0.00079863,             0.00079863,             0.00079863
                    144,                0.70046,                0.40242,                0.99309,                0.99491,                0.98256,                0.99389,                0.85701,                0.70645,                0.36422,                 1.1172,             0.00079643,             0.00079643,             0.00079643
                    145,                0.68913,                0.38706,                0.99113,                0.99326,                0.99023,                0.99467,                0.85953,                0.71077,                0.35528,                 1.1337,             0.00079423,             0.00079423,             0.00079423
                    146,                0.68942,                0.39266,                  0.985,                0.99077,                0.99274,                0.99492,                0.85634,                0.70168,                0.34745,                  1.128,             0.00079203,             0.00079203,             0.00079203
                    147,                0.67094,                0.37669,                0.99946,                0.98867,                0.99987,                  0.995,                0.85575,                 0.6888,                0.33516,                 1.1131,             0.00078983,             0.00078983,             0.00078983
                    148,                0.68424,                0.38293,                 1.0007,                0.99204,                 0.9813,                0.99496,                0.85771,                0.72507,                0.35524,                 1.1411,             0.00078763,             0.00078763,             0.00078763
                    149,                0.67392,                0.38195,                0.97374,                0.98613,                0.98305,                 0.9944,                0.85498,                0.71685,                 0.3631,                 1.1263,             0.00078543,             0.00078543,             0.00078543
                    150,                0.68833,                 0.3859,                0.98586,                0.97711,                0.99066,                 0.9936,                0.85886,                0.68281,                0.34391,                 1.1059,             0.00078323,             0.00078323,             0.00078323
                    151,                 0.7035,                0.39201,                 1.0011,                0.99535,                0.99153,                0.99444,                0.85624,                0.69132,                0.33341,                  1.124,             0.00078103,             0.00078103,             0.00078103
                    152,                0.68522,                 0.3861,                0.98284,                0.99354,                0.98969,                0.99433,                0.83692,                0.72925,                0.34322,                 1.1495,             0.00077883,             0.00077883,             0.00077883
                    153,                0.66424,                0.37248,                 0.9952,                0.99452,                0.99463,                0.99477,                0.85102,                 0.6987,                0.33888,                 1.1337,             0.00077663,             0.00077663,             0.00077663
                    154,                0.68025,                 0.3866,                0.98719,                0.98925,                0.99242,                0.99492,                0.85199,                0.69586,                0.33542,                 1.1188,             0.00077443,             0.00077443,             0.00077443
                    155,                0.69348,                0.41014,                0.99618,                0.98951,                0.99598,                  0.995,                0.84635,                 0.7145,                0.34234,                 1.1447,             0.00077223,             0.00077223,             0.00077223
                    156,                0.66005,                0.37086,                0.98574,                0.99404,                0.99591,                  0.995,                0.84284,                0.73813,                0.35725,                 1.1342,             0.00077003,             0.00077003,             0.00077003
                    157,                0.64989,                0.37485,                0.95902,                0.98913,                0.99451,                0.99496,                0.85186,                 0.7204,                0.35359,                 1.1367,             0.00076783,             0.00076783,             0.00076783
