                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                0.77145,                0.55164,                 1.1423,                0.98533,                0.98808,                  0.995,                0.85386,                 0.7355,                0.47363,                 1.1776,             0.00034108,             0.00034108,             0.00034108
                     72,                 0.7657,                0.56576,                  1.151,                0.97978,                0.99653,                  0.995,                0.83457,                0.76479,                0.49891,                 1.2001,             0.00033008,             0.00033008,             0.00033008
                     73,                0.78199,                0.55989,                 1.1792,                 0.9832,                0.99995,                  0.995,                0.84978,                0.74755,                0.49603,                 1.1865,             0.00031908,             0.00031908,             0.00031908
                     74,                0.76836,                0.55099,                 1.1709,                0.97829,                 0.9926,                  0.995,                0.86118,                0.73044,                0.48925,                 1.1665,             0.00030808,             0.00030808,             0.00030808
                     75,                0.73206,                0.52415,                 1.1358,                 0.9794,                      1,                  0.995,                0.85498,                0.73553,                0.47732,                 1.1679,             0.00029708,             0.00029708,             0.00029708
                     76,                0.74189,                0.53353,                 1.1379,                0.97439,                      1,                  0.995,                0.84206,                 0.7683,                0.48318,                 1.1937,             0.00028608,             0.00028608,             0.00028608
                     77,                0.73645,                0.52555,                   1.12,                0.97273,                      1,                  0.995,                0.83557,                0.76378,                0.48228,                 1.1891,             0.00027508,             0.00027508,             0.00027508
                     78,                0.74586,                0.52943,                 1.1206,                0.97682,                0.97981,                  0.995,                0.85102,                0.75602,                0.48408,                 1.1886,             0.00026408,             0.00026408,             0.00026408
                     79,                0.75355,                0.52603,                 1.1298,                 0.9736,                0.98238,                  0.995,                0.84918,                0.74787,                0.48335,                 1.1794,             0.00025309,             0.00025309,             0.00025309
                     80,                0.75997,                0.54591,                 1.1767,                0.97212,                      1,                  0.995,                0.85715,                0.72413,                0.47209,                 1.1572,             0.00024209,             0.00024209,             0.00024209
                     81,                0.75188,                0.53086,                 1.1308,                0.97957,                0.99832,                  0.995,                   0.85,                0.72414,                0.46965,                 1.1543,             0.00023109,             0.00023109,             0.00023109
                     82,                0.73013,                0.53199,                  1.123,                0.98174,                0.99649,                  0.995,                0.85705,                0.72942,                0.47203,                 1.1621,             0.00022009,             0.00022009,             0.00022009
                     83,                0.75431,                0.52673,                 1.1435,                0.97667,                0.99649,                  0.995,                0.84447,                0.73007,                0.47026,                  1.165,             0.00020909,             0.00020909,             0.00020909
                     84,                0.73598,                0.51501,                 1.1271,                0.97341,                0.99594,                  0.995,                0.85164,                0.70766,                 0.4676,                 1.1497,             0.00019809,             0.00019809,             0.00019809
                     85,                0.73395,                0.51524,                 1.1176,                0.97418,                0.99684,                  0.995,                0.85362,                0.70666,                0.46352,                 1.1492,             0.00018709,             0.00018709,             0.00018709
                     86,                0.72948,                0.53655,                   1.14,                0.97899,                0.99736,                  0.995,                0.85772,                0.70681,                0.46192,                 1.1521,             0.00017609,             0.00017609,             0.00017609
                     87,                0.74532,                0.54282,                  1.167,                0.98669,                0.99717,                  0.995,                0.85687,                0.71727,                0.46011,                 1.1547,             0.00016509,             0.00016509,             0.00016509
                     88,                 0.6886,                0.50282,                 1.1072,                0.99446,                0.99158,                  0.995,                0.85105,                0.74343,                0.46462,                 1.1748,              0.0001541,              0.0001541,              0.0001541
                     89,                0.70859,                0.52292,                 1.1445,                0.98995,                0.99511,                  0.995,                0.85037,                0.75219,                0.46704,                 1.1816,              0.0001431,              0.0001431,              0.0001431
                     90,                0.74717,                0.52996,                 1.1371,                0.98667,                0.99729,                  0.995,                0.85205,                0.74528,                0.46054,                 1.1755,              0.0001321,              0.0001321,              0.0001321
                     91,                0.64779,                0.56965,                 1.1062,                0.98694,                0.99848,                  0.995,                0.85384,                0.72758,                0.45991,                 1.1629,              0.0001211,              0.0001211,              0.0001211
                     92,                0.67491,                  0.552,                 1.1499,                0.98308,                0.99671,                  0.995,                0.86339,                0.71225,                0.46834,                  1.152,              0.0001101,              0.0001101,              0.0001101
                     93,                0.65758,                0.55643,                 1.1711,                0.98146,                0.99542,                  0.995,                0.86027,                0.70513,                 0.4811,                 1.1485,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     94,                0.67553,                0.55538,                 1.1265,                0.98151,                0.99715,                  0.995,                0.86152,                0.70937,                0.49517,                 1.1532,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     95,                0.65638,                0.54598,                  1.119,                0.98332,                0.99958,                  0.995,                0.86531,                0.71054,                0.47133,                 1.1553,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     96,                0.64736,                0.53432,                  1.093,                0.98502,                      1,                  0.995,                0.85905,                0.70622,                0.45122,                 1.1532,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     97,                0.66178,                0.52899,                 1.1256,                0.98581,                      1,                  0.995,                0.85369,                0.70823,                 0.4497,                 1.1547,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     98,                0.62491,                0.50772,                 1.0867,                0.98586,                0.99885,                  0.995,                0.85224,                0.71578,                0.45249,                 1.1588,             4.4107e-05,             4.4107e-05,             4.4107e-05
                     99,                0.63571,                0.50989,                 1.1124,                0.98439,                0.99754,                  0.995,                0.85575,                0.71696,                 0.4521,                 1.1594,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    100,                0.65334,                0.50585,                 1.0793,                0.98269,                0.99726,                  0.995,                0.85712,                 0.7157,                0.45269,                 1.1574,             2.2109e-05,             2.2109e-05,             2.2109e-05
