                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    119,                 0.7367,                0.54321,                 1.0526,                0.96619,                      1,                  0.995,                0.87647,                0.72614,                0.47952,                  1.092,             0.00067838,             0.00067838,             0.00067838
                    120,                0.71447,                0.54382,                 1.0777,                0.97047,                      1,                  0.995,                0.86452,                0.71985,                0.48771,                 1.0828,             0.00067471,             0.00067471,             0.00067471
                    121,                0.73544,                0.53201,                 1.0461,                0.97047,                      1,                  0.995,                0.86452,                0.71985,                0.48771,                 1.0828,             0.00067104,             0.00067104,             0.00067104
                    122,                0.75716,                0.58012,                 1.1085,                0.98143,                      1,                  0.995,                0.85129,                0.72808,                0.47244,                 1.0927,             0.00066738,             0.00066738,             0.00066738
                    123,                0.75406,                0.54074,                 1.0554,                0.98745,                      1,                  0.995,                0.85894,                 0.7239,                0.48301,                 1.0977,             0.00066371,             0.00066371,             0.00066371
                    124,                0.69841,                 0.5342,                 1.0198,                0.97349,                      1,                  0.995,                0.84202,                0.77958,                0.49525,                  1.127,             0.00066005,             0.00066005,             0.00066005
                    125,                0.71965,                0.54295,                 1.0601,                0.97349,                      1,                  0.995,                0.84202,                0.77958,                0.49525,                  1.127,             0.00065638,             0.00065638,             0.00065638
                    126,                0.76317,                0.58479,                 1.0685,                0.96714,                      1,                  0.995,                0.84994,                0.73296,                0.49081,                 1.1009,             0.00065271,             0.00065271,             0.00065271
                    127,                0.68743,                0.52748,                 1.0422,                 0.9749,                      1,                  0.995,                0.86077,                 0.6991,                 0.4997,                 1.0846,             0.00064905,             0.00064905,             0.00064905
                    128,                0.72009,                0.56115,                 1.0813,                0.97342,                      1,                  0.995,                0.86062,                0.69803,                 0.5057,                 1.0805,             0.00064538,             0.00064538,             0.00064538
                    129,                0.69696,                0.52003,                 1.0427,                0.97342,                      1,                  0.995,                0.86062,                0.69803,                 0.5057,                 1.0805,             0.00064171,             0.00064171,             0.00064171
                    130,                0.76507,                0.53545,                 1.0672,                0.97171,                      1,                  0.995,                0.87145,                0.68698,                0.47988,                 1.0767,             0.00063805,             0.00063805,             0.00063805
                    131,                 0.7994,                0.55702,                 1.0438,                0.97068,                      1,                  0.995,                 0.8478,                0.77762,                0.47868,                  1.124,             0.00063438,             0.00063438,             0.00063438
                    132,                0.74876,                0.55583,                 1.1005,                0.97512,                      1,                  0.995,                0.84851,                0.75866,                0.46426,                 1.1149,             0.00063071,             0.00063071,             0.00063071
                    133,                0.73044,                 0.5376,                 1.0629,                0.97512,                      1,                  0.995,                0.84851,                0.75866,                0.46426,                 1.1149,             0.00062705,             0.00062705,             0.00062705
                    134,                0.78757,                0.55471,                 1.0575,                0.97632,                      1,                  0.995,                0.87375,                0.69747,                0.47107,                 1.0787,             0.00062338,             0.00062338,             0.00062338
                    135,                0.76345,                0.51622,                 1.0448,                0.97738,                      1,                  0.995,                0.87394,                0.70279,                0.47481,                 1.0806,             0.00061972,             0.00061972,             0.00061972
                    136,                0.72713,                0.52092,                 1.0638,                0.97784,                      1,                  0.995,                0.83508,                0.77213,                 0.4835,                 1.1252,             0.00061605,             0.00061605,             0.00061605
                    137,                0.74167,                0.52305,                 1.0405,                0.97784,                      1,                  0.995,                0.83508,                0.77213,                 0.4835,                 1.1252,             0.00061238,             0.00061238,             0.00061238
                    138,                0.76436,                0.52487,                 1.0815,                0.97709,                      1,                  0.995,                 0.8278,                0.83164,                0.50797,                 1.1628,             0.00060872,             0.00060872,             0.00060872
                    139,                0.71222,                0.50283,                 1.0238,                0.97564,                      1,                  0.995,                 0.8635,                0.74253,                0.47609,                 1.1114,             0.00060505,             0.00060505,             0.00060505
                    140,                 0.6731,                 0.5028,                 1.0305,                0.97671,                      1,                  0.995,                0.86332,                0.71711,                0.45407,                 1.0897,             0.00060138,             0.00060138,             0.00060138
                    141,                0.72058,                0.49402,                 1.0275,                0.97671,                      1,                  0.995,                0.86332,                0.71711,                0.45407,                 1.0897,             0.00059772,             0.00059772,             0.00059772
                    142,                0.70451,                0.50912,                 1.0208,                0.97972,                      1,                  0.995,                0.83758,                0.75258,                0.47936,                 1.1006,             0.00059405,             0.00059405,             0.00059405
                    143,                0.70343,                 0.5125,                 1.0284,                0.98139,                      1,                  0.995,                0.86144,                0.72682,                0.48058,                  1.087,             0.00059039,             0.00059039,             0.00059039
                    144,                0.67608,                0.50425,                 1.0075,                0.98177,                      1,                  0.995,                0.85982,                0.72016,                0.47058,                  1.086,             0.00058672,             0.00058672,             0.00058672
                    145,                0.72804,                 0.5331,                 1.0511,                0.98177,                      1,                  0.995,                0.85982,                0.72016,                0.47058,                  1.086,             0.00058305,             0.00058305,             0.00058305
                    146,                 0.6792,                0.51434,                 1.0456,                0.98358,                      1,                  0.995,                0.87364,                0.70543,                0.45355,                 1.0806,             0.00057939,             0.00057939,             0.00057939
                    147,                0.68355,                0.50856,                 1.0113,                0.97928,                      1,                  0.995,                0.85825,                0.73786,                0.46676,                 1.0959,             0.00057572,             0.00057572,             0.00057572
                    148,                0.73638,                 0.5318,                 1.0741,                0.97055,                      1,                  0.995,                0.85929,                0.73502,                0.48746,                 1.0948,             0.00057205,             0.00057205,             0.00057205
                    149,                0.69747,                0.52035,                 1.0259,                0.97055,                      1,                  0.995,                0.85929,                0.73502,                0.48746,                 1.0948,             0.00056839,             0.00056839,             0.00056839
                    150,                0.68798,                0.50635,                 1.0086,                0.96951,                      1,                  0.995,                0.85896,                0.73228,                0.48181,                 1.0967,             0.00056472,             0.00056472,             0.00056472
                    151,                0.66102,                0.47962,                0.99408,                0.97993,                      1,                  0.995,                 0.8588,                0.73154,                0.45892,                 1.0997,             0.00056105,             0.00056105,             0.00056105
                    152,                0.63422,                0.48499,                 1.0126,                0.98964,                      1,                  0.995,                0.86235,                0.72133,                0.45779,                 1.0908,             0.00055739,             0.00055739,             0.00055739
                    153,                0.69068,                0.48753,                 1.0234,                0.98964,                      1,                  0.995,                0.86235,                0.72133,                0.45779,                 1.0908,             0.00055372,             0.00055372,             0.00055372
                    154,                0.73367,                0.52228,                 1.0255,                0.98892,                      1,                  0.995,                0.84947,                0.76745,                0.47113,                 1.1159,             0.00055006,             0.00055006,             0.00055006
                    155,                0.67143,                 0.4987,                 1.0317,                0.98552,                      1,                  0.995,                0.84631,                0.75735,                0.46948,                 1.1065,             0.00054639,             0.00054639,             0.00054639
                    156,                0.64272,                  0.504,                 1.0083,                0.97776,                      1,                  0.995,                0.85682,                0.72726,                0.46452,                 1.0874,             0.00054272,             0.00054272,             0.00054272
                    157,                0.67684,                0.50463,                 1.0285,                0.97776,                      1,                  0.995,                0.85682,                0.72726,                0.46452,                 1.0874,             0.00053906,             0.00053906,             0.00053906
