                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.66803,                0.51219,                 1.0436,                0.96985,                      1,                  0.995,                0.85652,                0.73072,                0.45936,                 1.0928,             0.00053539,             0.00053539,             0.00053539
                    159,                0.67749,                0.50019,                 1.0199,                 0.9634,                      1,                  0.995,                0.83699,                0.77363,                0.47311,                  1.121,             0.00053172,             0.00053172,             0.00053172
                    160,                0.66554,                0.48799,                 1.0125,                0.95987,                      1,                  0.995,                0.85188,                0.78383,                0.48148,                 1.1293,             0.00052806,             0.00052806,             0.00052806
                    161,                0.65328,                 0.4851,                 1.0028,                0.95987,                      1,                  0.995,                0.85188,                0.78383,                0.48148,                 1.1293,             0.00052439,             0.00052439,             0.00052439
                    162,                0.66301,                 0.4744,                0.99226,                0.96261,                      1,                  0.995,                 0.8623,                0.74374,                0.46985,                 1.1063,             0.00052073,             0.00052073,             0.00052073
                    163,                0.69072,                0.49844,                 1.0305,                0.97173,                      1,                  0.995,                0.86428,                0.75393,                0.46168,                 1.1102,             0.00051706,             0.00051706,             0.00051706
                    164,                0.68733,                0.49732,                 1.0407,                0.98211,                      1,                  0.995,                0.86311,                0.76251,                0.45086,                 1.1099,             0.00051339,             0.00051339,             0.00051339
                    165,                0.68046,                0.48041,                 1.0272,                0.98211,                      1,                  0.995,                0.86311,                0.76251,                0.45086,                 1.1099,             0.00050973,             0.00050973,             0.00050973
                    166,                0.68351,                0.49223,                 1.0513,                0.98699,                      1,                  0.995,                0.85947,                 0.7551,                0.44981,                 1.0977,             0.00050606,             0.00050606,             0.00050606
                    167,                0.64879,                0.47457,                0.99268,                0.98919,                      1,                  0.995,                 0.8657,                0.72968,                0.45733,                  1.081,             0.00050239,             0.00050239,             0.00050239
                    168,                0.72043,                0.50412,                 1.0342,                0.99015,                      1,                  0.995,                0.86227,                0.71739,                0.45941,                 1.0766,             0.00049873,             0.00049873,             0.00049873
                    169,                0.67044,                0.48063,                 1.0079,                0.99015,                      1,                  0.995,                0.86227,                0.71739,                0.45941,                 1.0766,             0.00049506,             0.00049506,             0.00049506
                    170,                0.67318,                0.48291,                  1.004,                0.99084,                      1,                  0.995,                0.84501,                0.76924,                0.45083,                 1.1093,              0.0004914,              0.0004914,              0.0004914
                    171,                0.68714,                0.46763,                 1.0083,                0.99148,                      1,                  0.995,                0.84742,                0.78025,                0.44917,                 1.1172,             0.00048773,             0.00048773,             0.00048773
                    172,                0.68147,                0.47931,                 1.0177,                0.98969,                      1,                  0.995,                0.86231,                0.72285,                0.44377,                 1.0806,             0.00048406,             0.00048406,             0.00048406
                    173,                0.64815,                0.46762,                0.98204,                0.98969,                      1,                  0.995,                0.86231,                0.72285,                0.44377,                 1.0806,              0.0004804,              0.0004804,              0.0004804
                    174,                0.64486,                0.45937,                0.98524,                0.98661,                      1,                  0.995,                0.87665,                 0.6982,                0.43787,                 1.0576,             0.00047673,             0.00047673,             0.00047673
                    175,                0.68327,                0.46946,                0.99353,                0.98553,                      1,                  0.995,                0.86015,                 0.7168,                0.44316,                  1.065,             0.00047306,             0.00047306,             0.00047306
                    176,                0.69077,                0.47763,                 1.0343,                0.98565,                      1,                  0.995,                0.86144,                 0.7238,                0.44592,                  1.075,              0.0004694,              0.0004694,              0.0004694
                    177,                0.63783,                0.47214,                 1.0263,                0.98565,                      1,                  0.995,                0.86144,                 0.7238,                0.44592,                  1.075,             0.00046573,             0.00046573,             0.00046573
                    178,                0.69942,                0.47505,                0.99906,                0.98817,                      1,                  0.995,                0.86646,                0.74071,                0.43218,                 1.0836,             0.00046206,             0.00046206,             0.00046206
                    179,                 0.7007,                0.48841,                 1.0229,                0.99092,                      1,                  0.995,                0.86314,                0.74984,                0.44197,                 1.0876,              0.0004584,              0.0004584,              0.0004584
                    180,                0.69944,                0.49354,                 1.0469,                0.99057,                      1,                  0.995,                 0.8725,                0.71271,                 0.4294,                 1.0676,             0.00045473,             0.00045473,             0.00045473
                    181,                0.64851,                0.47388,                 1.0127,                0.99057,                      1,                  0.995,                 0.8725,                0.71271,                 0.4294,                 1.0676,             0.00045107,             0.00045107,             0.00045107
                    182,                0.65306,                0.47757,                  1.017,                0.98782,                      1,                  0.995,                0.86608,                0.70246,                0.43303,                 1.0652,              0.0004474,              0.0004474,              0.0004474
                    183,                0.68023,                0.48546,                0.99302,                0.98699,                      1,                  0.995,                0.86311,                0.70984,                0.44669,                 1.0733,             0.00044373,             0.00044373,             0.00044373
                    184,                0.62204,                0.46393,                0.98311,                0.98307,                      1,                  0.995,                0.84854,                0.74019,                0.43488,                 1.0939,             0.00044007,             0.00044007,             0.00044007
                    185,                0.64151,                0.46242,                0.98642,                0.98307,                      1,                  0.995,                0.84854,                0.74019,                0.43488,                 1.0939,              0.0004364,              0.0004364,              0.0004364
                    186,                0.64978,                0.47139,                0.97849,                 0.9771,                      1,                  0.995,                0.85129,                 0.7439,                0.42732,                 1.1018,             0.00043273,             0.00043273,             0.00043273
                    187,                0.68303,                0.48394,                0.99417,                 0.9743,                      1,                  0.995,                0.84871,                0.74858,                0.43179,                 1.1079,             0.00042907,             0.00042907,             0.00042907
                    188,                0.64429,                0.46634,                 1.0041,                 0.9747,                      1,                  0.995,                0.86624,                 0.7214,                0.42273,                 1.0846,              0.0004254,              0.0004254,              0.0004254
                    189,                0.64597,                0.45538,                0.98507,                 0.9747,                      1,                  0.995,                0.86624,                 0.7214,                0.42273,                 1.0846,             0.00042174,             0.00042174,             0.00042174
                    190,                 0.6241,                0.45193,                0.97232,                0.97869,                      1,                  0.995,                0.87246,                0.71636,                0.41622,                 1.0754,             0.00041807,             0.00041807,             0.00041807
                    191,                0.65118,                0.46147,                0.99454,                0.98269,                      1,                  0.995,                0.86228,                0.72146,                 0.4168,                 1.0754,              0.0004144,              0.0004144,              0.0004144
                    192,                0.62995,                0.45129,                0.99038,                0.98473,                      1,                  0.995,                0.85666,                0.74717,                 0.4201,                 1.0921,             0.00041074,             0.00041074,             0.00041074
                    193,                0.64761,                0.45284,                0.99117,                0.98473,                      1,                  0.995,                0.85666,                0.74717,                 0.4201,                 1.0921,             0.00040707,             0.00040707,             0.00040707
                    194,                0.62576,                0.45417,                  1.002,                0.98712,                      1,                  0.995,                0.85696,                0.75581,                 0.4271,                 1.1006,              0.0004034,              0.0004034,              0.0004034
                    195,                0.61547,                0.44383,                0.99159,                0.98795,                      1,                  0.995,                0.85911,                0.74147,                0.42663,                 1.0918,             0.00039974,             0.00039974,             0.00039974
                    196,                0.64255,                 0.4546,                0.99388,                0.98879,                      1,                  0.995,                0.85122,                0.75643,                0.43134,                  1.104,             0.00039607,             0.00039607,             0.00039607
                    197,                0.67208,                0.46691,                 1.0129,                0.98879,                      1,                  0.995,                0.85122,                0.75643,                0.43134,                  1.104,             0.00039241,             0.00039241,             0.00039241
                    198,                0.65629,                0.47733,                 1.0001,                0.99034,                      1,                  0.995,                0.84103,                0.77429,                0.42614,                 1.1178,             0.00038874,             0.00038874,             0.00038874
                    199,                0.64935,                0.46288,                0.97191,                0.99225,                      1,                  0.995,                0.84812,                0.75978,                 0.4143,                 1.1091,             0.00038507,             0.00038507,             0.00038507
                    200,                0.66544,                0.47638,                0.97663,                0.99367,                      1,                  0.995,                0.85808,                0.71851,                0.41405,                 1.0852,             0.00038141,             0.00038141,             0.00038141
                    201,                0.66307,                0.47297,                 1.0102,                0.99367,                      1,                  0.995,                0.85808,                0.71851,                0.41405,                 1.0852,             0.00037774,             0.00037774,             0.00037774
                    202,                0.65536,                0.45714,                0.99887,                0.99096,                      1,                  0.995,                0.86764,                0.69648,                0.42457,                  1.068,             0.00037407,             0.00037407,             0.00037407
                    203,                0.62532,                0.47039,                0.99188,                0.98588,                      1,                  0.995,                0.87624,                0.68536,                 0.4191,                 1.0605,             0.00037041,             0.00037041,             0.00037041
                    204,                0.63188,                0.46125,                0.97017,                0.98247,                      1,                  0.995,                0.85868,                0.71635,                0.42073,                 1.0783,             0.00036674,             0.00036674,             0.00036674
                    205,                0.65994,                0.47837,                 1.0437,                0.98247,                      1,                  0.995,                0.85868,                0.71635,                0.42073,                 1.0783,             0.00036307,             0.00036307,             0.00036307
                    206,                0.65175,                  0.455,                0.99743,                0.98236,                      1,                  0.995,                 0.8523,                 0.7317,                0.42301,                 1.0876,             0.00035941,             0.00035941,             0.00035941
                    207,                0.64257,                0.45911,                 1.0143,                0.98484,                      1,                  0.995,                 0.8723,                0.71276,                0.41472,                 1.0816,             0.00035574,             0.00035574,             0.00035574
                    208,                0.62809,                0.44955,                0.98081,                 0.9888,                      1,                  0.995,                0.87511,                0.70434,                0.40078,                 1.0737,             0.00035208,             0.00035208,             0.00035208
                    209,                0.66644,                0.47285,                0.99736,                 0.9888,                      1,                  0.995,                0.87511,                0.70434,                0.40078,                 1.0737,             0.00034841,             0.00034841,             0.00034841
                    210,                0.64724,                0.45126,                0.99358,                0.98823,                      1,                  0.995,                0.87366,                 0.7066,                0.40083,                  1.072,             0.00034474,             0.00034474,             0.00034474
                    211,                0.66973,                0.44667,                0.99373,                0.98924,                0.99988,                  0.995,                0.87509,                0.68476,                0.40606,                 1.0635,             0.00034108,             0.00034108,             0.00034108
                    212,                0.62657,                0.44596,                0.97491,                0.99027,                      1,                  0.995,                0.85727,                0.70848,                0.41128,                 1.0776,             0.00033741,             0.00033741,             0.00033741
                    213,                0.65838,                0.48342,                  1.004,                0.99027,                      1,                  0.995,                0.85727,                0.70848,                0.41128,                 1.0776,             0.00033374,             0.00033374,             0.00033374
                    214,                 0.6318,                0.43303,                0.97821,                 0.9888,                      1,                  0.995,                0.84487,                0.75224,                0.42153,                 1.1046,             0.00033008,             0.00033008,             0.00033008
                    215,                0.62653,                0.44162,                0.98556,                0.98663,                      1,                  0.995,                0.85514,                0.73384,                0.41608,                 1.0982,             0.00032641,             0.00032641,             0.00032641
                    216,                0.63469,                0.45695,                0.99593,                0.98667,                      1,                  0.995,                0.86889,                0.72091,                0.40033,                 1.0893,             0.00032275,             0.00032275,             0.00032275
                    217,                0.60694,                0.42698,                0.97696,                0.98667,                      1,                  0.995,                0.86889,                0.72091,                0.40033,                 1.0893,             0.00031908,             0.00031908,             0.00031908
                    218,                0.63947,                0.43999,                 1.0078,                0.98816,                      1,                  0.995,                0.86807,                0.72041,                0.39934,                  1.087,             0.00031541,             0.00031541,             0.00031541
                    219,                0.64649,                0.45159,                0.99006,                0.98859,                      1,                  0.995,                0.87484,                0.70287,                0.40344,                 1.0733,             0.00031175,             0.00031175,             0.00031175
                    220,                0.63995,                 0.4426,                0.98323,                 0.9874,                      1,                  0.995,                0.86294,                0.69927,                0.40368,                 1.0669,             0.00030808,             0.00030808,             0.00030808
                    221,                0.61009,                 0.4287,                0.96179,                 0.9874,                      1,                  0.995,                0.86294,                0.69927,                0.40368,                 1.0669,             0.00030441,             0.00030441,             0.00030441
                    222,                0.59944,                0.43009,                0.97959,                0.98749,                      1,                  0.995,                0.86314,                0.69253,                0.39725,                 1.0599,             0.00030075,             0.00030075,             0.00030075
                    223,                0.59802,                0.43217,                0.94988,                0.98941,                      1,                  0.995,                0.86923,                0.68678,                 0.3986,                 1.0549,             0.00029708,             0.00029708,             0.00029708
                    224,                0.62492,                0.45503,                 1.0228,                0.99016,                      1,                  0.995,                0.87675,                 0.6919,                0.39997,                 1.0576,             0.00029342,             0.00029342,             0.00029342
                    225,                0.67344,                0.45348,                 1.0092,                0.99016,                      1,                  0.995,                0.87675,                 0.6919,                0.39997,                 1.0576,             0.00028975,             0.00028975,             0.00028975
                    226,                0.63107,                0.44231,                0.99023,                0.98838,                      1,                  0.995,                 0.8703,                0.69699,                0.39798,                 1.0604,             0.00028608,             0.00028608,             0.00028608
                    227,                0.59244,                0.43352,                0.96664,                0.98725,                      1,                  0.995,                0.86486,                0.69931,                0.39213,                 1.0617,             0.00028242,             0.00028242,             0.00028242
                    228,                0.58561,                0.43131,                0.97209,                0.98571,                      1,                  0.995,                0.86589,                0.69895,                0.38858,                 1.0618,             0.00027875,             0.00027875,             0.00027875
                    229,                0.59129,                0.41884,                0.96113,                0.98571,                      1,                  0.995,                0.86589,                0.69895,                0.38858,                 1.0618,             0.00027508,             0.00027508,             0.00027508
                    230,                0.57589,                0.41864,                0.97108,                0.98424,                      1,                  0.995,                0.86874,                 0.7047,                0.39255,                 1.0652,             0.00027142,             0.00027142,             0.00027142
                    231,                 0.5889,                0.41356,                0.95848,                0.98337,                      1,                  0.995,                0.87053,                0.71844,                0.39656,                 1.0763,             0.00026775,             0.00026775,             0.00026775
                    232,                0.60813,                0.42085,                0.99416,                0.98509,                      1,                  0.995,                0.86206,                0.73385,                0.40805,                 1.0849,             0.00026408,             0.00026408,             0.00026408
                    233,                0.61863,                0.43954,                0.98884,                0.98509,                      1,                  0.995,                0.86206,                0.73385,                0.40805,                 1.0849,             0.00026042,             0.00026042,             0.00026042
                    234,                0.59908,                0.44059,                0.97273,                0.98433,                      1,                  0.995,                0.86094,                0.74727,                0.41724,                 1.0882,             0.00025675,             0.00025675,             0.00025675
                    235,                 0.6124,                0.43875,                0.97414,                0.98597,                      1,                  0.995,                0.85904,                0.74382,                0.41534,                 1.0827,             0.00025309,             0.00025309,             0.00025309
                    236,                 0.6195,                0.44723,                0.98835,                0.98993,                      1,                  0.995,                0.86432,                0.73153,                0.40539,                  1.076,             0.00024942,             0.00024942,             0.00024942
                    237,                0.58294,                0.41826,                0.96974,                0.98993,                      1,                  0.995,                0.86432,                0.73153,                0.40539,                  1.076,             0.00024575,             0.00024575,             0.00024575
                    238,                0.59332,                  0.435,                0.99871,                0.98991,                      1,                  0.995,                0.86957,                0.71805,                0.39927,                   1.07,             0.00024209,             0.00024209,             0.00024209
                    239,                0.60981,                0.44585,                0.97187,                0.98837,                      1,                  0.995,                0.87518,                0.71666,                0.40236,                  1.072,             0.00023842,             0.00023842,             0.00023842
                    240,                0.60972,                0.42459,                0.97656,                0.98697,                      1,                  0.995,                0.87842,                0.71825,                0.40517,                 1.0737,             0.00023475,             0.00023475,             0.00023475
                    241,                 0.6068,                0.43537,                0.96443,                0.98697,                      1,                  0.995,                0.87842,                0.71825,                0.40517,                 1.0737,             0.00023109,             0.00023109,             0.00023109
                    242,                0.59265,                0.42058,                0.98692,                0.98631,                      1,                  0.995,                0.87072,                0.72098,                0.40288,                 1.0754,             0.00022742,             0.00022742,             0.00022742
                    243,                0.59487,                0.42895,                0.96254,                0.98342,                      1,                  0.995,                0.86716,                0.71692,                0.40419,                 1.0719,             0.00022376,             0.00022376,             0.00022376
                    244,                0.60183,                0.44135,                0.98256,                0.98157,                      1,                  0.995,                0.86713,                0.71356,                0.40781,                 1.0678,             0.00022009,             0.00022009,             0.00022009
                    245,                0.58688,                0.42468,                0.96742,                0.98157,                      1,                  0.995,                0.86713,                0.71356,                0.40781,                 1.0678,             0.00021642,             0.00021642,             0.00021642
                    246,                0.56702,                 0.4251,                 0.9584,                 0.9816,                      1,                  0.995,                0.86059,                0.72328,                0.40587,                 1.0713,             0.00021276,             0.00021276,             0.00021276
                    247,                0.61136,                0.43319,                 1.0019,                0.98381,                      1,                  0.995,                0.86054,                 0.7357,                0.40142,                 1.0772,             0.00020909,             0.00020909,             0.00020909
                    248,                0.56678,                0.41783,                0.95889,                0.98763,                      1,                  0.995,                0.86536,                0.72794,                0.39882,                  1.074,             0.00020542,             0.00020542,             0.00020542
                    249,                0.59121,                0.42158,                0.99375,                0.98763,                      1,                  0.995,                0.86536,                0.72794,                0.39882,                  1.074,             0.00020176,             0.00020176,             0.00020176
                    250,                0.59924,                0.42674,                0.99073,                0.98695,                      1,                  0.995,                0.86436,                0.72192,                0.39829,                 1.0722,             0.00019809,             0.00019809,             0.00019809
                    251,                0.61548,                0.43547,                0.96959,                0.98658,                      1,                  0.995,                0.86882,                0.72218,                0.39724,                 1.0741,             0.00019442,             0.00019442,             0.00019442
                    252,                 0.6276,                0.41968,                0.97891,                0.98677,                      1,                  0.995,                0.86096,                0.73904,                0.40124,                  1.085,             0.00019076,             0.00019076,             0.00019076
                    253,                0.60008,                0.42486,                0.98434,                0.98677,                      1,                  0.995,                0.86096,                0.73904,                0.40124,                  1.085,             0.00018709,             0.00018709,             0.00018709
                    254,                0.61552,                0.42969,                0.99264,                0.98788,                      1,                  0.995,                0.86374,                0.73457,                0.40135,                 1.0845,             0.00018343,             0.00018343,             0.00018343
                    255,                0.61942,                0.43221,                 1.0179,                0.98894,                      1,                  0.995,                0.86365,                0.71935,                0.39961,                 1.0774,             0.00017976,             0.00017976,             0.00017976
                    256,                0.59415,                0.43242,                0.98504,                0.98961,                      1,                  0.995,                0.86893,                0.70299,                0.39481,                 1.0661,             0.00017609,             0.00017609,             0.00017609
                    257,                0.53943,                0.40646,                0.93878,                0.98961,                      1,                  0.995,                0.86893,                0.70299,                0.39481,                 1.0661,             0.00017243,             0.00017243,             0.00017243
                    258,                0.58132,                0.41506,                0.96473,                0.99075,                      1,                  0.995,                 0.8679,                0.70296,                0.39255,                  1.064,             0.00016876,             0.00016876,             0.00016876
                    259,                0.57731,                0.42835,                0.97139,                0.98913,                      1,                  0.995,                0.86425,                0.70872,                0.39127,                 1.0645,             0.00016509,             0.00016509,             0.00016509
                    260,                0.55992,                0.41322,                0.95723,                0.98609,                      1,                  0.995,                0.86385,                0.70684,                0.39194,                 1.0635,             0.00016143,             0.00016143,             0.00016143
                    261,                0.58514,                0.40865,                0.96706,                0.98609,                      1,                  0.995,                0.86385,                0.70684,                0.39194,                 1.0635,             0.00015776,             0.00015776,             0.00015776
                    262,                0.58447,                0.41711,                0.97017,                0.98291,                      1,                  0.995,                0.87076,                0.70905,                0.39314,                 1.0653,              0.0001541,              0.0001541,              0.0001541
                    263,                0.62621,                 0.4384,                 1.0067,                0.98175,                      1,                  0.995,                 0.8703,                0.71473,                0.39458,                  1.068,             0.00015043,             0.00015043,             0.00015043
                    264,                0.54242,                0.38308,                0.94264,                0.98025,                      1,                  0.995,                0.87112,                0.72417,                0.39894,                 1.0732,             0.00014676,             0.00014676,             0.00014676
                    265,                0.59538,                 0.4187,                0.95604,                0.98025,                      1,                  0.995,                0.87112,                0.72417,                0.39894,                 1.0732,              0.0001431,              0.0001431,              0.0001431
                    266,                0.60486,                0.42361,                 0.9873,                0.98065,                      1,                  0.995,                0.87051,                 0.7293,                0.40209,                 1.0761,             0.00013943,             0.00013943,             0.00013943
                    267,                0.56053,                0.41216,                0.97348,                0.98035,                      1,                  0.995,                0.86786,                0.72258,                0.40016,                 1.0738,             0.00013576,             0.00013576,             0.00013576
                    268,                 0.6019,                 0.4227,                0.95461,                 0.9831,                      1,                  0.995,                0.87505,                0.72278,                0.39921,                 1.0745,              0.0001321,              0.0001321,              0.0001321
                    269,                0.61181,                0.42091,                0.95746,                 0.9831,                      1,                  0.995,                0.87505,                0.72278,                0.39921,                 1.0745,             0.00012843,             0.00012843,             0.00012843
                    270,                0.57898,                0.40529,                0.96759,                0.98501,                      1,                  0.995,                0.86842,                 0.7325,                0.39769,                   1.08,             0.00012477,             0.00012477,             0.00012477
                    271,                0.54999,                0.39475,                0.96471,                0.98819,                      1,                  0.995,                0.86167,                0.74078,                0.39654,                 1.0846,              0.0001211,              0.0001211,              0.0001211
                    272,                0.56155,                0.40676,                0.94941,                0.98998,                      1,                  0.995,                0.87482,                 0.7359,                  0.395,                 1.0816,             0.00011743,             0.00011743,             0.00011743
                    273,                0.56713,                0.40359,                 0.9466,                0.98998,                      1,                  0.995,                0.87482,                 0.7359,                  0.395,                 1.0816,             0.00011377,             0.00011377,             0.00011377
                    274,                0.60391,                0.43886,                0.98811,                0.98935,                      1,                  0.995,                0.86378,                0.73561,                0.39693,                 1.0801,              0.0001101,              0.0001101,              0.0001101
                    275,                 0.6068,                0.42625,                0.99282,                0.98885,                      1,                  0.995,                0.86851,                0.72981,                0.39678,                 1.0754,             0.00010643,             0.00010643,             0.00010643
                    276,                0.56567,                0.41526,                0.97458,                0.98793,                      1,                  0.995,                0.86907,                0.72461,                 0.3928,                 1.0718,             0.00010277,             0.00010277,             0.00010277
                    277,                0.56398,                0.39481,                 0.9632,                0.98793,                      1,                  0.995,                0.86907,                0.72461,                 0.3928,                 1.0718,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    278,                0.60612,                 0.4343,                0.97838,                0.98766,                      1,                  0.995,                 0.8726,                0.72313,                 0.3882,                 1.0703,             9.5435e-05,             9.5435e-05,             9.5435e-05
                    279,                0.54605,                0.38989,                0.94208,                0.98757,                      1,                  0.995,                 0.8712,                0.72192,                0.38399,                 1.0697,             9.1769e-05,             9.1769e-05,             9.1769e-05
                    280,                0.56803,                 0.4065,                0.97046,                0.98799,                      1,                  0.995,                0.87046,                0.72328,                0.38477,                 1.0714,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    281,                0.58921,                0.41792,                0.98219,                0.98799,                      1,                  0.995,                0.87046,                0.72328,                0.38477,                 1.0714,             8.4436e-05,             8.4436e-05,             8.4436e-05
                    282,                 0.5639,                0.40568,                0.95802,                0.98834,                      1,                  0.995,                0.86328,                0.72498,                 0.3853,                 1.0734,              8.077e-05,              8.077e-05,              8.077e-05
                    283,                0.54809,                0.39861,                0.95214,                 0.9886,                      1,                  0.995,                0.86412,                 0.7282,                0.38822,                 1.0756,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    284,                0.62503,                0.42783,                0.98386,                0.98899,                      1,                  0.995,                0.86264,                0.73758,                 0.3887,                 1.0798,             7.3437e-05,             7.3437e-05,             7.3437e-05
                    285,                0.59819,                0.41264,                0.97752,                0.98899,                      1,                  0.995,                0.86264,                0.73758,                 0.3887,                 1.0798,             6.9771e-05,             6.9771e-05,             6.9771e-05
                    286,                0.57066,                0.41314,                0.94806,                0.98956,                      1,                  0.995,                0.86311,                0.74255,                 0.3906,                 1.0821,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    287,                0.59217,                0.40833,                0.98637,                0.99029,                      1,                  0.995,                0.85931,                0.74071,                0.38961,                 1.0813,             6.2438e-05,             6.2438e-05,             6.2438e-05
                    288,                0.54931,                0.39232,                0.95373,                0.99094,                      1,                  0.995,                 0.8624,                 0.7287,                0.38575,                 1.0758,             5.8772e-05,             5.8772e-05,             5.8772e-05
                    289,                0.56344,                 0.3976,                0.96603,                0.99094,                      1,                  0.995,                 0.8624,                 0.7287,                0.38575,                 1.0758,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    290,                0.58008,                 0.4105,                  0.963,                0.99139,                      1,                  0.995,                 0.8664,                 0.7172,                0.38479,                 1.0704,             5.1439e-05,             5.1439e-05,             5.1439e-05
                    291,                0.56369,                0.47674,                0.95024,                0.99169,                      1,                  0.995,                0.87404,                0.70936,                0.38674,                 1.0671,             4.7773e-05,             4.7773e-05,             4.7773e-05
                    292,                0.62104,                0.50169,                0.98702,                0.99164,                      1,                  0.995,                0.87802,                0.70495,                0.38919,                 1.0654,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    293,                0.57146,                0.46982,                 0.9833,                0.99164,                      1,                  0.995,                0.87802,                0.70495,                0.38919,                 1.0654,              4.044e-05,              4.044e-05,              4.044e-05
                    294,                0.58008,                0.46661,                0.98261,                 0.9914,                      1,                  0.995,                0.88029,                0.70336,                0.39075,                 1.0655,             3.6774e-05,             3.6774e-05,             3.6774e-05
                    295,                0.57657,                0.46333,                0.99975,                0.99123,                      1,                  0.995,                0.88178,                 0.7032,                0.39361,                 1.0657,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    296,                0.56478,                0.44578,                0.96381,                0.99067,                      1,                  0.995,                0.88048,                 0.7061,                0.39854,                 1.0669,             2.9442e-05,             2.9442e-05,             2.9442e-05
                    297,                0.59998,                0.46377,                0.96412,                0.99067,                      1,                  0.995,                0.88048,                 0.7061,                0.39854,                 1.0669,             2.5775e-05,             2.5775e-05,             2.5775e-05
                    298,                0.59042,                0.44575,                0.95174,                0.98951,                      1,                  0.995,                0.87566,                0.70887,                 0.4017,                 1.0682,             2.2109e-05,             2.2109e-05,             2.2109e-05
                    299,                0.58318,                0.46044,                0.97164,                0.98872,                      1,                  0.995,                0.87475,                0.71064,                0.40496,                 1.0695,             1.8443e-05,             1.8443e-05,             1.8443e-05
                    300,                0.54974,                0.44182,                0.96503,                0.98808,                      1,                  0.995,                0.87406,                0.71147,                0.40713,                 1.0707,             1.4776e-05,             1.4776e-05,             1.4776e-05
